problem_name,n_objectives,method,selected,knee_error,KD,KGD,KIGD,supported_knee_count,all_knee_count,R_reported,R_validation,audit_gap
PMOP6,3,TAFR-meaningful-gain,True,0.007942008187402639,0.007942008187402639,0.0,0.14147848724807044,4.0,4.0,0.007942008187402639,0.007942008187402639,0.0
PMOP6,3,equal,True,0.007942008187402639,0.007942008187402639,0.0,0.14147848724807044,4.0,4.0,,0.01218155982189499,
PMOP6,3,CHIM-posthoc,False,,0.9629377915112709,0.7686531315127934,0.9525769227219806,4.0,4.0,,,
PMOP6,3,TPE-2024-grid,True,0.007942008187402639,0.007942008187402639,0.0,0.14147848724807044,4.0,4.0,,0.007942008187402639,
PMOP7,3,TAFR-meaningful-gain,False,,,,,4.0,4.0,,,
PMOP7,3,equal,True,0.0,0.33285984786365636,0.0,0.3886524133504526,4.0,4.0,,1.2963988212200186,
PMOP7,3,CHIM-posthoc,False,,1.1054661207035759,0.5992631054996791,1.0715823973642635,4.0,4.0,,,
PMOP7,3,TPE-2024-grid,True,0.16391380195469846,0.47631484573495003,0.0048200863936394955,0.5105840262161259,4.0,4.0,,0.0,
PMOP8,3,TAFR-meaningful-gain,True,0.33857935417926216,0.6280917959489617,0.14224013957205578,0.6380977126948927,0.0,4.0,0.0,0.0,0.0
PMOP8,3,equal,True,0.33857935417926216,0.6280917959489617,0.14224013957205578,0.6380977126948927,0.0,4.0,,1.3313736029769916,
PMOP8,3,CHIM-posthoc,False,,0.93463638433274,0.3325654652175839,0.9564642316269015,0.0,4.0,,,
PMOP8,3,TPE-2024-grid,True,0.33857935417926216,0.6280917959489617,0.14224013957205578,0.6380977126948927,0.0,4.0,,0.0,
PMOP9,3,TAFR-meaningful-gain,True,0.0,0.0,0.0,0.09436627674175613,4.0,4.0,0.004585547008604007,0.004585547008604007,0.0
PMOP9,3,equal,True,0.009132934552300617,0.009132934552300617,0.0,0.09603785744517537,4.0,4.0,,0.009132934552300617,
PMOP9,3,CHIM-posthoc,False,,0.9633273057327826,0.8430884988244544,0.9568682303205774,4.0,4.0,,,
PMOP9,3,TPE-2024-grid,True,0.0,0.0,0.0,0.09436627674175613,4.0,4.0,,0.004585547008604007,
PMOP10,3,TAFR-meaningful-gain,True,0.0,0.23447219224873217,0.0,0.2770979593980409,4.0,4.0,1.008273299063704,1.008273299063704,0.0
PMOP10,3,equal,True,0.0,0.23447219224873217,0.0,0.2770979593980409,4.0,4.0,,1.008273299063704,
PMOP10,3,CHIM-posthoc,False,,0.7660007245488234,0.4477639494452311,0.7883026107895402,4.0,4.0,,,
PMOP10,3,TPE-2024-grid,True,0.7732013849874122,0.9432529150272109,0.632896238639617,0.9507981880730014,4.0,4.0,,0.0,
PMOP11,3,TAFR-meaningful-gain,True,0.1862292297700707,0.5255123481867466,0.026019784105756668,0.7127521525148213,0.0,4.0,0.05408811872327634,0.05408811872327634,0.0
PMOP11,3,equal,True,0.1862292297700707,0.5255123481867466,0.026019784105756668,0.7127521525148213,0.0,4.0,,1.3731110513839282,
PMOP11,3,CHIM-posthoc,False,,1.1201593284039053,0.6154485883419875,1.0350044240531613,0.0,4.0,,,
PMOP11,3,TPE-2024-grid,True,0.22409486134022602,0.5622373142935622,0.07606741326262242,0.7484276032304238,0.0,4.0,,0.0,
PMOP12,3,TAFR-meaningful-gain,True,0.061734801570855855,0.30984597356154736,0.0003770796464225598,0.3015310694565953,4.0,4.0,0.10499441271830226,0.10499441271830226,0.0
PMOP12,3,equal,True,0.06778636991347176,0.23734668016682728,0.00195779820323396,0.22871064409759354,4.0,4.0,,0.18568265352799668,
PMOP12,3,CHIM-posthoc,False,,0.9688306219143148,0.6647656965253866,0.9539103385465892,4.0,4.0,,,
PMOP12,3,TPE-2024-grid,True,0.02055341637542195,0.2705354073614374,0.003272227188933618,0.26870421999604704,4.0,4.0,,0.04602979304524417,
